onset	duration	trial_type	response_value	stim_file
2.777	26.769	video	n/a	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
32.484	2.862	rating_relevance	2.5	n/a
37.519	2.881	rating_happy	23.75	n/a
42.687	3.034	rating_sad	6.35	n/a
48.673	4.007	rating_afraid	16.77	n/a
52.874	3.176	rating_disgusted	7.19	n/a
56.876	2.165	rating_warm	8.65	n/a
63.062	3.332	rating_engaged	68.12	n/a
64.819	71.494	video	n/a	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
139.09	2.746	rating_relevance	24.27	n/a
144.675	3.315	rating_happy	50.0	n/a
148.01	1.632	rating_sad	12.4	n/a
155.129	3.733	rating_afraid	25.83	n/a
158.03	1.616	rating_disgusted	4.38	n/a
165.95	n/a	rating_warm	n/a	n/a
170.585	4.117	rating_engaged	69.48	n/a
171.526	111.12	video	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
286.545	3.866	rating_relevance	45.0	n/a
290.863	3.166	rating_happy	86.98	n/a
295.982	3.267	rating_sad	22.92	n/a
301.15	3.417	rating_afraid	14.48	n/a
305.285	2.534	rating_disgusted	1.25	n/a
310.604	2.834	rating_warm	74.06	n/a
317.29	n/a	rating_engaged	n/a	n/a
317.833	30.585	video	n/a	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
352.97	n/a	rating_relevance	n/a	n/a
357.988	n/a	rating_happy	n/a	n/a
361.473	2.967	rating_sad	2.4	n/a
366.441	2.921	rating_afraid	19.58	n/a
370.443	1.903	rating_disgusted	2.5	n/a
376.112	2.548	rating_warm	21.67	n/a
381.83	3.25	rating_engaged	36.98	n/a
