onset	duration	trial_type	response_value	stim_file
2.766	142.349	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
147.313	2.151	rating_relevance	29.17	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
150.198	0.015	rating_happy	0.0	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
158.051	2.85	rating_sad	8.75	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
162.235	2.016	rating_afraid	8.23	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
166.587	1.35	rating_disgusted	4.38	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
172.673	2.416	rating_warm	43.85	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
178.275	3.006	rating_engaged	62.29	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
180.304	339.077	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
522.136	2.72	rating_relevance	43.75	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
528.105	3.667	rating_happy	38.44	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
530.99	1.533	rating_sad	12.19	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
535.875	1.406	rating_afraid	4.79	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
541.977	2.487	rating_disgusted	2.29	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
547.763	3.252	rating_warm	23.23	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
552.514	2.983	rating_engaged	19.58	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
