onset	duration	trial_type	response_value	stim_file
2.77	148.052	video	n/a	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
155.423	n/a	rating_relevance	n/a	n/a
160.441	n/a	rating_happy	n/a	n/a
165.46	n/a	rating_sad	n/a	n/a
170.478	n/a	rating_afraid	n/a	n/a
175.497	n/a	rating_disgusted	n/a	n/a
180.532	n/a	rating_warm	n/a	n/a
185.567	n/a	rating_engaged	n/a	n/a
186.166	86.634	video	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
277.368	n/a	rating_relevance	n/a	n/a
282.387	n/a	rating_happy	n/a	n/a
287.405	n/a	rating_sad	n/a	n/a
292.424	n/a	rating_afraid	n/a	n/a
297.442	n/a	rating_disgusted	n/a	n/a
302.461	n/a	rating_warm	n/a	n/a
307.479	n/a	rating_engaged	n/a	n/a
308.017	196.686	video	n/a	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
509.271	n/a	rating_relevance	n/a	n/a
514.29	n/a	rating_happy	n/a	n/a
519.308	n/a	rating_sad	n/a	n/a
524.327	n/a	rating_afraid	n/a	n/a
529.345	n/a	rating_disgusted	n/a	n/a
534.364	n/a	rating_warm	n/a	n/a
539.399	n/a	rating_engaged	n/a	n/a
539.934	35.166	video	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
579.664	n/a	rating_relevance	n/a	n/a
584.699	n/a	rating_happy	n/a	n/a
589.718	n/a	rating_sad	n/a	n/a
594.736	n/a	rating_afraid	n/a	n/a
599.755	n/a	rating_disgusted	n/a	n/a
604.773	n/a	rating_warm	n/a	n/a
609.792	n/a	rating_engaged	n/a	n/a
