onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
4.828	54.3	narrative_presentation	n/a	n/a	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
59.128	2.374	rating_feeling	846	562	Deliverance	prison	Audio	n/a
59.828	1.674	feeling_mouse_trajectory	846	562	Deliverance	prison	Audio	n/a
63.17	3.317	rating_expectation	1050	568	Deliverance	prison	Audio	n/a
64.42	2.067	expectation_mouse_trajectory	1050	568	Deliverance	prison	Audio	n/a
70.389	5.941	narrative_presentation	n/a	n/a	Adultery	prison	Audio	task-narratives/Narrative7Situation2.mp3
76.329	2.068	rating_feeling	846	562	Adultery	prison	Audio	n/a
77.479	0.918	feeling_mouse_trajectory	846	562	Adultery	prison	Audio	n/a
80.354	2.518	rating_expectation	1050	568	Adultery	prison	Audio	n/a
81.421	1.451	expectation_mouse_trajectory	1050	568	Adultery	prison	Audio	n/a
92.427	7.459	narrative_presentation	n/a	n/a	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
99.886	1.734	rating_feeling	846	562	Pursuit	prison	Audio	n/a
100.703	0.918	feeling_mouse_trajectory	846	562	Pursuit	prison	Audio	n/a
103.913	1.608	rating_expectation	1050	568	Pursuit	prison	Audio	n/a
104.53	0.991	expectation_mouse_trajectory	1050	568	Pursuit	prison	Audio	n/a
111.001	11.478	narrative_presentation	n/a	n/a	Conflict with a god	park	Audio	task-narratives/Narrative7Situation4.mp3
122.478	1.485	rating_feeling	846	562	Conflict with a god	park	Audio	n/a
122.812	1.151	feeling_mouse_trajectory	846	562	Conflict with a god	park	Audio	n/a
126.504	1.584	rating_expectation	1050	568	Conflict with a god	park	Audio	n/a
126.704	1.384	expectation_mouse_trajectory	1050	568	Conflict with a god	park	Audio	n/a
135.581	7.977	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
143.557	1.81	rating_feeling	846	562	Recovery of a lost one	park	Audio	n/a
144.107	1.26	feeling_mouse_trajectory	846	562	Recovery of a lost one	park	Audio	n/a
147.581	1.725	rating_expectation	1050	568	Recovery of a lost one	park	Audio	n/a
147.614	1.691	expectation_mouse_trajectory	1050	568	Recovery of a lost one	park	Audio	n/a
154.683	8.779	narrative_presentation	n/a	n/a	Supplication	park	Audio	task-narratives/Narrative7Situation6.mp3
163.462	1.969	rating_feeling	846	562	Supplication	park	Audio	n/a
163.495	1.935	feeling_mouse_trajectory	846	562	Supplication	park	Audio	n/a
167.486	1.567	rating_expectation	1050	568	Supplication	park	Audio	n/a
167.52	1.534	expectation_mouse_trajectory	1050	568	Supplication	park	Audio	n/a
176.541	16.644	narrative_presentation	n/a	n/a	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
193.185	1.824	rating_feeling	846	562	Involuntary crimes of love	hospital	Audio	n/a
193.785	1.224	feeling_mouse_trajectory	846	562	Involuntary crimes of love	hospital	Audio	n/a
197.213	1.706	rating_expectation	1050	568	Involuntary crimes of love	hospital	Audio	n/a
197.297	1.623	expectation_mouse_trajectory	1050	568	Involuntary crimes of love	hospital	Audio	n/a
203.284	8.778	narrative_presentation	n/a	n/a	An enemy loved	hospital	Audio	task-narratives/Narrative7Situation8.mp3
212.062	1.717	rating_feeling	846	562	An enemy loved	hospital	Audio	n/a
212.628	1.151	feeling_mouse_trajectory	846	562	An enemy loved	hospital	Audio	n/a
216.087	1.567	rating_expectation	1050	568	An enemy loved	hospital	Audio	n/a
216.387	1.267	expectation_mouse_trajectory	1050	568	An enemy loved	hospital	Audio	n/a
222.141	7.973	narrative_presentation	n/a	n/a	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
230.115	1.084	rating_feeling	846	562	Ambition	hospital	Audio	n/a
230.298	0.901	feeling_mouse_trajectory	846	562	Ambition	hospital	Audio	n/a
234.149	1.001	rating_expectation	1050	568	Ambition	hospital	Audio	n/a
234.332	0.817	expectation_mouse_trajectory	1050	568	Ambition	hospital	Audio	n/a
243.233	15.319	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	task-narratives/Narrative8Situation1.mp3
258.552	2.284	rating_feeling	846	562	Necessity of sacrificing loved ones	town	Audio	n/a
258.869	1.968	feeling_mouse_trajectory	846	562	Necessity of sacrificing loved ones	town	Audio	n/a
262.571	2.334	rating_expectation	1050	568	Necessity of sacrificing loved ones	town	Audio	n/a
262.904	2.001	expectation_mouse_trajectory	1050	568	Necessity of sacrificing loved ones	town	Audio	n/a
269.626	8.776	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
278.402	2.126	rating_feeling	846	562	Abduction	town	Audio	n/a
279.052	1.476	feeling_mouse_trajectory	846	562	Abduction	town	Audio	n/a
282.428	1.641	rating_expectation	1050	568	Abduction	town	Audio	n/a
282.811	1.258	expectation_mouse_trajectory	1050	568	Abduction	town	Audio	n/a
290.484	22.147	narrative_presentation	n/a	n/a	Adultery	town	Audio	task-narratives/Narrative8Situation3.mp3
312.631	1.601	rating_feeling	846	562	Adultery	town	Audio	n/a
312.931	1.301	feeling_mouse_trajectory	846	562	Adultery	town	Audio	n/a
316.657	1.934	rating_expectation	1050	568	Adultery	town	Audio	n/a
316.774	1.817	expectation_mouse_trajectory	1050	568	Adultery	town	Audio	n/a
323.73	12.615	narrative_presentation	n/a	n/a	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
336.345	2.171	rating_feeling	846	562	Obtaining	city	Audio	n/a
337.062	1.454	feeling_mouse_trajectory	846	562	Obtaining	city	Audio	n/a
340.369	1.719	rating_expectation	1050	568	Obtaining	city	Audio	n/a
340.553	1.536	expectation_mouse_trajectory	1050	568	Obtaining	city	Audio	n/a
346.421	6.608	narrative_presentation	n/a	n/a	Supplication	city	Audio	task-narratives/Narrative8Situation5.mp3
353.029	2.501	rating_feeling	846	562	Supplication	city	Audio	n/a
353.696	1.835	feeling_mouse_trajectory	846	562	Supplication	city	Audio	n/a
357.056	2.101	rating_expectation	1050	568	Supplication	city	Audio	n/a
357.473	1.684	expectation_mouse_trajectory	1050	568	Supplication	city	Audio	n/a
363.111	5.987	narrative_presentation	n/a	n/a	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
369.098	1.968	rating_feeling	846	562	Rivalry of kin	city	Audio	n/a
369.214	1.851	feeling_mouse_trajectory	846	562	Rivalry of kin	city	Audio	n/a
373.136	3.074	rating_expectation	1050	568	Rivalry of kin	city	Audio	n/a
373.219	2.991	expectation_mouse_trajectory	1050	568	Rivalry of kin	city	Audio	n/a
380.2	10.782	narrative_presentation	n/a	n/a	Recovery of a lost one	beach	Audio	task-narratives/Narrative8Situation7.mp3
390.982	1.767	rating_feeling	846	562	Recovery of a lost one	beach	Audio	n/a
391.648	1.101	feeling_mouse_trajectory	846	562	Recovery of a lost one	beach	Audio	n/a
395.004	2.435	rating_expectation	1050	568	Recovery of a lost one	beach	Audio	n/a
395.054	2.385	expectation_mouse_trajectory	1050	568	Recovery of a lost one	beach	Audio	n/a
402.059	11.279	narrative_presentation	n/a	n/a	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative8Situation8.mp3
413.338	2.634	rating_feeling	846	562	Rivalry of superior versus inferior	beach	Audio	n/a
413.755	2.218	feeling_mouse_trajectory	846	562	Rivalry of superior versus inferior	beach	Audio	n/a
417.362	1.757	rating_expectation	1050	568	Rivalry of superior versus inferior	beach	Audio	n/a
417.779	1.341	expectation_mouse_trajectory	1050	568	Rivalry of superior versus inferior	beach	Audio	n/a
424.434	10.115	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	beach	Audio	task-narratives/Narrative8Situation9.mp3
434.549	2.468	rating_feeling	846	562	Slaying of kin unrecognized	beach	Audio	n/a
434.582	2.434	feeling_mouse_trajectory	846	562	Slaying of kin unrecognized	beach	Audio	n/a
438.57	1.734	rating_expectation	1050	568	Slaying of kin unrecognized	beach	Audio	n/a
438.903	1.401	expectation_mouse_trajectory	1050	568	Slaying of kin unrecognized	beach	Audio	n/a
