onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
8.844	32.167	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
41.011	3.602	rating_feeling	686	407	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
42.211	2.402	feeling_mouse_trajectory	686	407	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
45.06	1.434	rating_expectation	653	367	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
45.527	0.967	expectation_mouse_trajectory	653	367	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
53.143	17.112	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
70.256	2.806	rating_feeling	686	407	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
71.589	1.473	feeling_mouse_trajectory	686	407	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
74.292	1.604	rating_expectation	653	367	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
74.375	1.521	expectation_mouse_trajectory	653	367	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
80.387	10.392	narrative_presentation	n/a	n/a	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
90.779	3.035	rating_feeling	686	407	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
92.146	1.668	feeling_mouse_trajectory	686	407	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
94.795	1.868	rating_expectation	653	367	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
94.895	1.768	expectation_mouse_trajectory	653	367	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
99.861	28.149	narrative_presentation	n/a	n/a	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
128.01	2.785	rating_feeling	686	407	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
129.543	1.251	feeling_mouse_trajectory	686	407	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
132.026	1.451	rating_expectation	653	367	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
132.426	1.051	expectation_mouse_trajectory	653	367	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
139.109	15.096	narrative_presentation	n/a	n/a	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
154.205	2.825	rating_feeling	686	407	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
155.522	1.508	feeling_mouse_trajectory	686	407	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
158.241	0.906	rating_expectation	653	367	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
158.274	0.873	expectation_mouse_trajectory	653	367	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
165.352	15.076	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
180.428	1.851	rating_feeling	686	407	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
181.394	0.885	feeling_mouse_trajectory	686	407	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
184.445	1.918	rating_expectation	653	367	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
184.762	1.601	expectation_mouse_trajectory	653	367	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
192.512	36.85	narrative_presentation	n/a	n/a	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
229.362	2.118	rating_feeling	686	407	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
230.446	1.035	feeling_mouse_trajectory	686	407	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
233.38	1.334	rating_expectation	653	367	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
233.813	0.901	expectation_mouse_trajectory	653	367	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
239.446	9.713	narrative_presentation	n/a	n/a	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
249.159	2.039	rating_feeling	686	407	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
250.043	1.156	feeling_mouse_trajectory	686	407	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
253.191	1.755	rating_expectation	653	367	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
253.224	1.721	expectation_mouse_trajectory	653	367	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
258.27	27.481	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
285.751	2.135	rating_feeling	686	407	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
286.568	1.318	feeling_mouse_trajectory	686	407	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
289.785	1.291	rating_expectation	653	367	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
289.835	1.241	expectation_mouse_trajectory	653	367	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
295.867	22.445	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
318.312	3.917	rating_feeling	686	407	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
320.312	1.917	feeling_mouse_trajectory	686	407	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
322.33	2.401	rating_expectation	653	367	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
323.03	1.701	expectation_mouse_trajectory	653	367	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
331.397	24.796	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
356.193	2.435	rating_feeling	686	407	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
356.96	1.668	feeling_mouse_trajectory	686	407	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
360.211	1.685	rating_expectation	653	367	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
360.594	1.301	expectation_mouse_trajectory	653	367	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
366.277	21.116	narrative_presentation	n/a	n/a	Revolt	town	Text	task-narratives/Narrative4Situation3.txt
