onset	duration	trial_type	response_value	stim_file
2.768	119.13	video	n/a	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
126.45	n/a	rating_relevance	n/a	n/a
131.485	n/a	rating_happy	n/a	n/a
136.52	n/a	rating_sad	n/a	n/a
141.538	n/a	rating_afraid	n/a	n/a
146.574	n/a	rating_disgusted	n/a	n/a
151.609	n/a	rating_warm	n/a	n/a
156.644	n/a	rating_engaged	n/a	n/a
157.18	207.958	video	n/a	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
369.69	n/a	rating_relevance	n/a	n/a
374.725	n/a	rating_happy	n/a	n/a
379.761	n/a	rating_sad	n/a	n/a
384.779	n/a	rating_afraid	n/a	n/a
389.814	n/a	rating_disgusted	n/a	n/a
394.833	n/a	rating_warm	n/a	n/a
399.851	n/a	rating_engaged	n/a	n/a
400.382	203.927	video	n/a	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
608.863	n/a	rating_relevance	n/a	n/a
613.898	n/a	rating_happy	n/a	n/a
618.933	n/a	rating_sad	n/a	n/a
623.952	n/a	rating_afraid	n/a	n/a
628.987	n/a	rating_disgusted	n/a	n/a
634.005	n/a	rating_warm	n/a	n/a
639.041	n/a	rating_engaged	n/a	n/a
639.575	177.518	video	n/a	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
821.642	n/a	rating_relevance	n/a	n/a
826.677	n/a	rating_happy	n/a	n/a
831.713	n/a	rating_sad	n/a	n/a
836.748	n/a	rating_afraid	n/a	n/a
841.783	n/a	rating_disgusted	n/a	n/a
846.801	n/a	rating_warm	n/a	n/a
851.837	n/a	rating_engaged	n/a	n/a
