onset	duration	trial_type	response_value	stim_file
2.784	50.501	video	n/a	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
55.301	1.947	rating_relevance	9.79	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
59.886	1.515	rating_happy	20.73	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
65.339	1.949	rating_sad	0.0	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
69.99	1.582	rating_afraid	0.0	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
74.392	0.966	rating_disgusted	0.0	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
80.461	2.015	rating_warm	11.25	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
85.679	2.215	rating_engaged	19.48	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
88.604	179.462	video	n/a	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
271.649	3.538	rating_relevance	8.54	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
274.867	1.75	rating_happy	34.48	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
279.552	1.416	rating_sad	0.21	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
284.62	1.466	rating_afraid	0.0	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
289.756	1.583	rating_disgusted	0.0	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
295.424	2.233	rating_warm	38.85	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
300.643	2.439	rating_engaged	14.48	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
303.279	56.92	video	n/a	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
363.083	2.84	rating_relevance	35.21	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
367.184	1.933	rating_happy	41.88	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
371.019	0.748	rating_sad	0.0	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
377.305	2.016	rating_afraid	5.94	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
381.406	1.099	rating_disgusted	0.0	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
387.259	1.933	rating_warm	18.65	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
392.827	2.488	rating_engaged	28.33	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
395.403	147.765	video	n/a	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
544.451	1.217	rating_relevance	0.0	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
549.352	1.099	rating_happy	0.0	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
554.321	1.049	rating_sad	2.92	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
561.007	2.717	rating_afraid	0.0	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
564.458	1.149	rating_disgusted	12.4	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
569.376	1.055	rating_warm	0.0	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
574.595	1.254	rating_engaged	0.0	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
