onset	duration	trial_type	response_value	stim_file
2.776	105.995	video	n/a	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
111.105	2.249	rating_relevance	10.83	n/a
115.741	1.866	rating_happy	14.38	n/a
121.11	2.216	rating_sad	2.29	n/a
126.463	2.55	rating_afraid	0.0	n/a
132.432	3.494	rating_disgusted	1.67	n/a
137.101	3.149	rating_warm	10.21	n/a
142.22	3.249	rating_engaged	12.29	n/a
144.126	74.829	video	n/a	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
220.989	1.999	rating_relevance	0.83	n/a
226.492	2.482	rating_happy	0.0	n/a
232.161	3.132	rating_sad	0.62	n/a
235.379	1.332	rating_afraid	0.0	n/a
241.782	2.716	rating_disgusted	13.65	n/a
247.551	3.467	rating_warm	0.0	n/a
251.936	2.833	rating_engaged	12.71	n/a
254.161	196.926	video	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
453.549	2.429	rating_relevance	0.0	n/a
457.318	1.182	rating_happy	0.0	n/a
463.27	2.116	rating_sad	0.0	n/a
467.138	0.966	rating_afraid	0.0	n/a
471.54	0.348	rating_disgusted	0.0	n/a
477.508	1.3	rating_warm	0.0	n/a
482.66	1.433	rating_engaged	1.77	n/a
