onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
7.809	15.335	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	task-narratives/Narrative8Situation1.mp3
23.144	n/a	rating_feeling	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	n/a
n/a	n/a	feeling_mouse_trajectory	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	n/a
27.182	3.7	rating_expectation	833	505	Necessity of sacrificing loved ones	town	Audio	n/a
29.299	1.583	expectation_mouse_trajectory	833	505	Necessity of sacrificing loved ones	town	Audio	n/a
34.382	8.779	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
43.16	2.151	rating_feeling	n/a	n/a	Abduction	town	Audio	n/a
43.577	1.734	feeling_mouse_trajectory	n/a	n/a	Abduction	town	Audio	n/a
47.184	3.218	rating_expectation	833	505	Abduction	town	Audio	n/a
47.901	2.502	expectation_mouse_trajectory	833	505	Abduction	town	Audio	n/a
55.256	22.153	narrative_presentation	n/a	n/a	Adultery	town	Audio	task-narratives/Narrative8Situation3.mp3
77.41	3.605	rating_feeling	n/a	n/a	Adultery	town	Audio	n/a
77.443	3.571	feeling_mouse_trajectory	n/a	n/a	Adultery	town	Audio	n/a
81.451	2.12	rating_expectation	833	505	Adultery	town	Audio	n/a
82.318	1.253	expectation_mouse_trajectory	833	505	Adultery	town	Audio	n/a
88.536	12.614	narrative_presentation	n/a	n/a	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
101.149	3.768	rating_feeling	n/a	n/a	Obtaining	city	Audio	n/a
101.666	3.252	feeling_mouse_trajectory	n/a	n/a	Obtaining	city	Audio	n/a
105.173	3.917	rating_expectation	833	505	Obtaining	city	Audio	n/a
106.54	2.55	expectation_mouse_trajectory	833	505	Obtaining	city	Audio	n/a
111.256	6.62	narrative_presentation	n/a	n/a	Supplication	city	Audio	task-narratives/Narrative8Situation5.mp3
117.876	3.983	rating_feeling	n/a	n/a	Supplication	city	Audio	n/a
118.526	3.333	feeling_mouse_trajectory	n/a	n/a	Supplication	city	Audio	n/a
121.902	2.721	rating_expectation	833	505	Supplication	city	Audio	n/a
121.985	2.637	expectation_mouse_trajectory	833	505	Supplication	city	Audio	n/a
128.002	5.972	narrative_presentation	n/a	n/a	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
133.974	2.484	rating_feeling	n/a	n/a	Rivalry of kin	city	Audio	n/a
134.524	1.934	feeling_mouse_trajectory	n/a	n/a	Rivalry of kin	city	Audio	n/a
138.002	2.368	rating_expectation	833	505	Rivalry of kin	city	Audio	n/a
138.702	1.668	expectation_mouse_trajectory	833	505	Rivalry of kin	city	Audio	n/a
145.058	10.776	narrative_presentation	n/a	n/a	Recovery of a lost one	beach	Audio	task-narratives/Narrative8Situation7.mp3
155.834	2.791	rating_feeling	n/a	n/a	Recovery of a lost one	beach	Audio	n/a
156.001	2.625	feeling_mouse_trajectory	n/a	n/a	Recovery of a lost one	beach	Audio	n/a
159.866	2.49	rating_expectation	833	505	Recovery of a lost one	beach	Audio	n/a
160.4	1.956	expectation_mouse_trajectory	833	505	Recovery of a lost one	beach	Audio	n/a
166.932	11.277	narrative_presentation	n/a	n/a	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative8Situation8.mp3
178.21	2.901	rating_feeling	n/a	n/a	Rivalry of superior versus inferior	beach	Audio	n/a
178.626	2.485	feeling_mouse_trajectory	n/a	n/a	Rivalry of superior versus inferior	beach	Audio	n/a
182.235	2.201	rating_expectation	833	505	Rivalry of superior versus inferior	beach	Audio	n/a
182.302	2.134	expectation_mouse_trajectory	833	505	Rivalry of superior versus inferior	beach	Audio	n/a
189.291	10.118	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	beach	Audio	task-narratives/Narrative8Situation9.mp3
199.409	3.975	rating_feeling	n/a	n/a	Slaying of kin unrecognized	beach	Audio	n/a
200.443	2.942	feeling_mouse_trajectory	n/a	n/a	Slaying of kin unrecognized	beach	Audio	n/a
203.45	2.19	rating_expectation	833	505	Slaying of kin unrecognized	beach	Audio	n/a
203.967	1.674	expectation_mouse_trajectory	833	505	Slaying of kin unrecognized	beach	Audio	n/a
209.532	54.28	narrative_presentation	n/a	n/a	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
263.811	2.501	rating_feeling	n/a	n/a	Deliverance	prison	Audio	n/a
264.445	1.868	feeling_mouse_trajectory	n/a	n/a	Deliverance	prison	Audio	n/a
267.835	1.818	rating_expectation	833	505	Deliverance	prison	Audio	n/a
268.152	1.501	expectation_mouse_trajectory	833	505	Deliverance	prison	Audio	n/a
274.89	5.943	narrative_presentation	n/a	n/a	Adultery	prison	Audio	task-narratives/Narrative7Situation2.mp3
280.833	3.983	rating_feeling	n/a	n/a	Adultery	prison	Audio	n/a
284.533	0.283	feeling_mouse_trajectory	n/a	n/a	Adultery	prison	Audio	n/a
284.859	1.584	rating_expectation	833	505	Adultery	prison	Audio	n/a
284.892	1.551	expectation_mouse_trajectory	833	505	Adultery	prison	Audio	n/a
296.904	7.438	narrative_presentation	n/a	n/a	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
304.343	2.853	rating_feeling	n/a	n/a	Pursuit	prison	Audio	n/a
305.676	1.519	feeling_mouse_trajectory	n/a	n/a	Pursuit	prison	Audio	n/a
308.368	1.901	rating_expectation	833	505	Pursuit	prison	Audio	n/a
308.685	1.585	expectation_mouse_trajectory	833	505	Pursuit	prison	Audio	n/a
315.422	11.479	narrative_presentation	n/a	n/a	Conflict with a god	park	Audio	task-narratives/Narrative7Situation4.mp3
326.902	3.752	rating_feeling	n/a	n/a	Conflict with a god	park	Audio	n/a
327.352	3.302	feeling_mouse_trajectory	n/a	n/a	Conflict with a god	park	Audio	n/a
330.926	2.46	rating_expectation	833	505	Conflict with a god	park	Audio	n/a
331.593	1.793	expectation_mouse_trajectory	833	505	Conflict with a god	park	Audio	n/a
339.982	7.978	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
347.96	2.97	rating_feeling	n/a	n/a	Recovery of a lost one	park	Audio	n/a
348.493	2.436	feeling_mouse_trajectory	n/a	n/a	Recovery of a lost one	park	Audio	n/a
351.986	2.702	rating_expectation	833	505	Recovery of a lost one	park	Audio	n/a
352.586	2.102	expectation_mouse_trajectory	833	505	Recovery of a lost one	park	Audio	n/a
359.039	8.78	narrative_presentation	n/a	n/a	Supplication	park	Audio	task-narratives/Narrative7Situation6.mp3
367.819	3.101	rating_feeling	n/a	n/a	Supplication	park	Audio	n/a
368.136	2.785	feeling_mouse_trajectory	n/a	n/a	Supplication	park	Audio	n/a
371.842	1.734	rating_expectation	833	505	Supplication	park	Audio	n/a
372.375	1.201	expectation_mouse_trajectory	833	505	Supplication	park	Audio	n/a
380.899	16.648	narrative_presentation	n/a	n/a	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
397.547	2.818	rating_feeling	n/a	n/a	Involuntary crimes of love	hospital	Audio	n/a
398.114	2.251	feeling_mouse_trajectory	n/a	n/a	Involuntary crimes of love	hospital	Audio	n/a
401.57	2.384	rating_expectation	833	505	Involuntary crimes of love	hospital	Audio	n/a
402.12	1.834	expectation_mouse_trajectory	833	505	Involuntary crimes of love	hospital	Audio	n/a
407.625	8.775	narrative_presentation	n/a	n/a	An enemy loved	hospital	Audio	task-narratives/Narrative7Situation8.mp3
416.4	2.268	rating_feeling	n/a	n/a	An enemy loved	hospital	Audio	n/a
416.916	1.751	feeling_mouse_trajectory	n/a	n/a	An enemy loved	hospital	Audio	n/a
420.428	1.793	rating_expectation	833	505	An enemy loved	hospital	Audio	n/a
420.461	1.759	expectation_mouse_trajectory	833	505	An enemy loved	hospital	Audio	n/a
426.482	7.988	narrative_presentation	n/a	n/a	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
434.47	3.088	rating_feeling	n/a	n/a	Ambition	hospital	Audio	n/a
434.854	2.704	feeling_mouse_trajectory	n/a	n/a	Ambition	hospital	Audio	n/a
438.503	2.703	rating_expectation	833	505	Ambition	hospital	Audio	n/a
438.92	2.286	expectation_mouse_trajectory	833	505	Ambition	hospital	Audio	n/a
