onset	duration	trial_type	response_value	stim_file
2.768	119.122	video	n/a	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
126.458	n/a	rating_relevance	n/a	n/a
131.477	n/a	rating_happy	n/a	n/a
136.512	n/a	rating_sad	n/a	n/a
141.547	n/a	rating_afraid	n/a	n/a
146.566	n/a	rating_disgusted	n/a	n/a
151.601	n/a	rating_warm	n/a	n/a
156.636	n/a	rating_engaged	n/a	n/a
157.171	207.959	video	n/a	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
369.665	n/a	rating_relevance	n/a	n/a
374.701	n/a	rating_happy	n/a	n/a
379.736	n/a	rating_sad	n/a	n/a
384.771	n/a	rating_afraid	n/a	n/a
389.806	n/a	rating_disgusted	n/a	n/a
394.841	n/a	rating_warm	n/a	n/a
399.877	n/a	rating_engaged	n/a	n/a
400.406	203.914	video	n/a	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
608.871	n/a	rating_relevance	n/a	n/a
613.906	n/a	rating_happy	n/a	n/a
616.457	2.033	rating_sad	8.54	n/a
623.944	n/a	rating_afraid	n/a	n/a
628.979	n/a	rating_disgusted	n/a	n/a
633.997	n/a	rating_warm	n/a	n/a
639.033	n/a	rating_engaged	n/a	n/a
639.569	177.518	video	n/a	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
821.634	n/a	rating_relevance	n/a	n/a
826.669	n/a	rating_happy	n/a	n/a
831.704	n/a	rating_sad	n/a	n/a
836.723	n/a	rating_afraid	n/a	n/a
841.758	n/a	rating_disgusted	n/a	n/a
846.777	n/a	rating_warm	n/a	n/a
851.812	n/a	rating_engaged	n/a	n/a
