onset	duration	trial_type	response_value	stim_file
2.778	26.769	video	n/a	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
33.598	3.961	rating_relevance	70.31	n/a
37.166	2.516	rating_happy	53.44	n/a
41.384	1.716	rating_sad	0.0	n/a
46.536	1.849	rating_afraid	0.0	n/a
51.137	1.435	rating_disgusted	0.0	n/a
59.24	n/a	rating_warm	n/a	n/a
59.807	0.05	rating_engaged	0.0	n/a
64.874	71.496	video	n/a	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
139.187	2.772	rating_relevance	72.92	n/a
143.555	2.123	rating_happy	73.96	n/a
148.54	2.099	rating_sad	0.0	n/a
152.842	1.382	rating_afraid	0.0	n/a
158.411	1.932	rating_disgusted	0.0	n/a
166.014	n/a	rating_warm	n/a	n/a
171.049	n/a	rating_engaged	n/a	n/a
171.604	111.127	video	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
287.275	n/a	rating_relevance	n/a	n/a
292.311	n/a	rating_happy	n/a	n/a
297.346	n/a	rating_sad	n/a	n/a
302.381	n/a	rating_afraid	n/a	n/a
307.4	n/a	rating_disgusted	n/a	n/a
312.435	n/a	rating_warm	n/a	n/a
316.62	3.667	rating_engaged	81.56	n/a
317.999	30.583	video	n/a	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
352.266	3.638	rating_relevance	60.31	n/a
356.718	3.07	rating_happy	64.58	n/a
360.419	1.754	rating_sad	0.0	n/a
365.271	1.599	rating_afraid	0.0	n/a
371.557	2.866	rating_disgusted	0.0	n/a
377.526	3.816	rating_warm	0.0	n/a
382.644	3.916	rating_engaged	58.65	n/a
