onset	duration	trial_type	response_value	stim_file
2.766	38.903	video	n/a	task-alignvideo/ses-04_run-02_order-01_content-dogdance.mp4
46.221	n/a	rating_relevance	n/a	n/a
51.256	n/a	rating_happy	n/a	n/a
56.275	n/a	rating_sad	n/a	n/a
61.31	n/a	rating_afraid	n/a	n/a
66.345	n/a	rating_disgusted	n/a	n/a
71.364	n/a	rating_warm	n/a	n/a
76.399	n/a	rating_engaged	n/a	n/a
76.938	74.573	video	n/a	task-alignvideo/ses-04_run-02_order-02_content-littleboat.mp4
156.045	n/a	rating_relevance	n/a	n/a
161.064	n/a	rating_happy	n/a	n/a
166.082	n/a	rating_sad	n/a	n/a
171.101	n/a	rating_afraid	n/a	n/a
176.136	n/a	rating_disgusted	n/a	n/a
181.171	n/a	rating_warm	n/a	n/a
186.19	n/a	rating_engaged	n/a	n/a
186.72	138.888	video	n/a	task-alignvideo/ses-04_run-02_order-03_content-gangan.mp4
330.144	n/a	rating_relevance	n/a	n/a
335.179	n/a	rating_happy	n/a	n/a
340.214	n/a	rating_sad	n/a	n/a
345.233	n/a	rating_afraid	n/a	n/a
350.268	n/a	rating_disgusted	n/a	n/a
355.303	n/a	rating_warm	n/a	n/a
360.338	n/a	rating_engaged	n/a	n/a
360.869	27.052	video	n/a	task-alignvideo/ses-04_run-02_order-04_content-tornado.mp4
392.467	n/a	rating_relevance	n/a	n/a
397.502	n/a	rating_happy	n/a	n/a
402.537	n/a	rating_sad	n/a	n/a
407.573	n/a	rating_afraid	n/a	n/a
412.591	n/a	rating_disgusted	n/a	n/a
417.61	n/a	rating_warm	n/a	n/a
422.645	n/a	rating_engaged	n/a	n/a
